,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15
6393,44983445,67865253,22514531,54044127,98258795,32379812,8754062,57662039,90941504,2795645,81858533,81597751,90764769,76965294,NpJIj
6394,81146991,73862607,49233203,66780485,66329319,69824201,63367573,72244553,35601472,42334481,71762752,82137752,5288604,70035570,fZJL5
6395,44891495,32215261,96084291,87430096,44547010,96409267,98985054,4952935,23898302,78463846,61081769,46649020,8103941,16380614,H1d1C
6396,53516384,9956852,14993867,92350825,57790634,57441748,20355814,82688197,4127241,6805049,35485441,32873181,65916158,79652778,dxoaj
6397,11950252,20282367,77463002,48462060,96322449,72512200,76758241,96340208,76094679,34415947,85918383,96014046,52317975,27434651,R4dcC
6398,57299903,32615705,53512723,50101933,74265542,81096816,26396425,93268357,30026389,60318711,99084713,60340899,42515342,38730447,eVegR
6399,24474649,30709601,31970973,9230422,79643331,60935898,15507925,1361416,30096898,60979546,93500679,48236166,41747087,27000319,0HBlB
6400,88425520,2975417,51561026,75275178,74381755,57993619,6945695,56893230,79820908,85877463,14725733,39626816,54451705,26277711,eQx1v
6401,74612166,10499905,1106322,73753142,48461827,65900995,16514561,80510619,52511285,82562724,9466060,15703332,19397191,6651569,mEHwO
6402,83537994,75026057,68036235,48016057,70177657,3379625,35341110,19440327,59954075,77259434,93165358,48438872,79816521,56808765,myzxj
6403,56725475,69934117,67302407,42316721,40788739,67082174,35830515,40030721,41571095,10478304,88750747,2321047,89658900,45512654,wKzdg
6404,86657490,82123078,19827112,30637951,34831308,61736247,24664359,14372192,22061827,41455821,59582919,37925749,91338534,12885894,VQ0F7
6405,40331290,83918934,81909302,54437239,86893388,77095306,60588429,90598870,21118206,64915313,46175635,25802578,21681014,17715998,S0bre
6406,77076636,17047583,48748754,83266502,50420938,36065206,65584905,50299611,5797050,80499756,53855749,8497490,63145863,70354827,FjxXu
6407,45374650,66627921,64508833,73764502,76217908,64196666,55592982,15605486,63282451,99111885,69023994,33401740,10273673,82556167,azEX0
6408,69648132,53303292,94588698,75158730,84259487,90768341,58139871,96820548,16229811,10851144,24936753,24875458,63572428,35072656,zQi1r
6409,33517568,61403225,84306582,88791933,16762975,42602982,32774010,79088273,81355365,37023887,86736502,28144387,24906383,12395918,fjjSV
6410,37904451,76218818,43098826,69896232,98427779,13773328,8756462,38946563,61223283,31500728,22321923,46219290,74474562,23305022,nQsFJ
6411,65903853,43960452,25575296,84182892,58148586,56601914,30104428,29055300,80531343,79675925,41804289,46398403,27814511,79786976,N5qRO
6412,80150708,14599046,89180721,92551349,92625922,22093702,79992333,91995189,17945250,27738836,99922118,13630429,29817789,76640592,Id0US
6413,39530893,19187192,28453836,3902851,63932983,16848464,13178613,13855110,93174202,7264240,47687903,8273438,51832062,59621855,KvXXU
6414,95605124,21323621,64624061,9954087,91844799,73827252,54340546,58044161,86134621,49557341,8087465,27769040,69682141,14346119,Jj4NE
6415,57720376,61015548,98049390,48073539,51018498,78284197,15550647,93093213,62509804,67743027,96844496,41317051,21626600,50097087,oS1Yp
6416,62099733,72808025,22397908,45787383,53584011,93441255,96812210,77403315,217161,84025015,94291553,4718091,65474832,89890119,SOb0M
6417,5927895,43854836,81997427,84444444,48745493,10212763,50314996,25463693,40955359,49220617,7984611,80474640,3105162,80308150,5H37X
6418,7158671,5653842,6908369,27100500,59454729,65375925,37206200,52686509,69671999,21562947,75955923,11713250,94737833,21297836,QBDjv
6419,51216403,8137315,7533058,33808847,58817003,28165005,16796986,84309485,93028361,27947278,85346217,38738523,86054776,16975932,KKj16
6420,13898770,29937618,54458354,82671527,89759645,52814218,7764096,56145884,6259126,15871961,72870944,21379389,15150886,9948105,ihuRK
6421,68758490,19890312,94991375,32892440,9701761,32643882,24913275,6982909,35972503,70170127,56827037,59534983,4101806,95506171,51Izr
6422,96678200,77496545,41581580,88514918,69235654,78000291,52421740,39135532,39635194,71144629,14221413,97848868,31305723,76673636,ozbrU
6423,37127180,45584304,10309277,11807690,27759091,38362501,87238528,52298952,74694584,54637234,68146821,61561615,6686853,15578962,1BYh4
6424,90862280,73568842,5994657,63669435,90344648,51357693,82787842,74755676,59078637,81757924,77592979,86702083,19611047,41242283,JqDtS
6425,92550968,67889343,86984801,76595773,44607998,11750454,19208664,27890845,95294311,30297206,28171852,8635497,95556524,65277073,FX20s
6426,65519060,11721433,80384953,61994812,13864685,45869033,88486674,82814703,54727168,30496898,94741748,3138944,10317515,5453949,zAkh7
6427,5618417,68505937,95245830,62237460,82898711,47268948,52347342,31309734,42067370,88234050,64148092,65859544,33309161,46034996,b1Rdd
6428,38644623,99948628,70333640,12632898,8656079,96542968,96213048,62912986,8845394,70101415,29762820,26125084,91155207,76592411,pwyUE
6429,66831552,14504405,34318757,18794226,19108853,93181463,43011529,21910589,17171808,57198258,7853624,47768961,56250288,13055123,UzBHI
6430,71757542,50117659,53004139,74299214,90573253,36044630,67342251,1194444,32735416,16653427,77438225,81146825,70000064,93702334,8W7FW
6431,16835145,74903386,26859872,350358,32552477,60493758,33598385,37790435,38506051,20941906,83715748,29790227,63339548,14609624,6mRVv
6432,7825515,83774903,28847362,21164331,86103282,5345469,65806081,5981774,80294144,96775835,39775892,29323618,40938857,12354690,HYp1N
6433,55324543,59598328,48177303,84071792,51637185,7740638,88652523,5751585,39382500,2822821,29532970,29729456,64786801,87992127,bnaoX
6434,61709054,38509115,47484290,19927461,63407394,70828317,39994218,29218293,63044733,50973280,13748319,48998374,56938136,34885689,YZYij
6435,6198059,95746248,2088182,17379912,25930713,75384325,76105311,70755755,23736838,28394273,5891637,88398816,59084650,40720434,ntjfl
6436,3872205,35724558,12400177,90456155,83257814,25560716,89165825,88131890,68735176,45140474,49187108,17231283,40290842,3039197,6JoLC
6437,61450135,31301238,92532317,87211053,15694646,24248229,20596521,12655669,33802898,12567153,37524074,36905232,59539959,3797499,pXVPG
6438,48113886,47119688,2428885,12325985,11432410,94004304,55541120,40198554,74420542,9208530,65840695,43042936,64794683,12125615,AFQZS
6439,30076520,90797636,41414056,77926260,17995916,53431736,13258839,40987712,62831701,75047319,30967601,60911644,7772004,48575105,YtcF5
6440,20394073,30637370,98575349,27115738,57915543,61973355,58937193,23330135,60507317,9414648,81188231,41752412,43956235,45172193,8Of5g
6441,36841993,75484922,53984785,2841806,5391451,86734790,4008035,87898222,25628434,76001527,33472497,50349319,21565436,86698571,tkK1K
6442,51076422,16660316,19807635,88697805,58840812,16815469,34805695,19644576,83194261,85736086,17495359,27391482,25367043,40400607,fOBgN
6443,48615747,82088586,45284368,86996254,27343679,1685565,88739372,28812762,39132336,7530953,9174489,38564102,86564257,12841795,W9TF2
6444,16469119,74393533,72970098,73715251,68992482,60196323,86365320,84737366,91713083,20819604,8262825,49157745,70505117,95428705,v4SoC
6445,6667741,10336565,52476605,79460626,802229,82612225,88011452,42954690,31436863,65643099,6396875,3732702,23291953,70399982,WTHu4
6446,1384232,44887383,16383755,41329293,33536436,95452006,4339816,53131635,33741669,78414511,78967824,95781978,4668634,34524150,TqA2e
6447,53682810,6407487,3049845,16503951,98358727,54400265,25425503,34783005,84128471,33620146,39842053,70396294,24764869,81780062,l2M0q
6448,71427373,81836634,27233107,24787949,5554169,62173665,40906026,62122260,52685268,88075581,68708959,32050203,17079152,84001813,GZeXE
6449,44581979,83941744,44602248,7858325,90686184,83298825,94897194,37680573,50708532,73401065,18145184,30619619,8056681,51851312,OdjbK
6450,74442166,33730019,67733862,52382481,52717395,82222831,79221108,59902531,98300563,91603753,93192369,13236967,19926974,54990228,rDM0G
6451,29939722,72151983,67785345,83500696,64299154,50847904,86232663,31230914,57991159,81106286,50377653,88994364,60551317,54207826,xPrTy
6452,83609708,91525843,67681353,28196936,57298569,96345939,56852078,8769800,64631494,17023790,92721822,18953077,58353554,63415216,P0GgI
6453,18188580,87515928,64047350,92457906,91226876,88347104,27112505,71610745,70987371,90718998,62096001,57653815,94453092,57820748,wnn74
6454,51336130,31222573,10770812,58329547,81780849,55480037,95157822,51830451,60637415,17326119,66744476,88018298,50904093,82493360,hMvoE
6455,50236175,22853007,51725886,25708861,3704369,34846746,77243714,1070885,69239228,73269858,36555862,34996192,58145620,33703958,eQnwq
6456,78357211,43623324,66017895,678777,20553295,20557391,4382359,69005401,50635028,41664826,87432017,94753502,23180270,20569802,WMvmf
6457,96443480,73008546,68891950,73705306,81510498,21827837,20859508,42875539,72380251,33943041,19833351,66405495,44668197,47459062,QaKZ8
6458,11233267,59532028,89328551,49189905,42790992,95574789,16601064,48801163,8888581,78374970,16547317,46925061,88567640,93674930,8SDMJ
6459,27613646,86741260,60722576,46956439,19754594,71177693,10214809,61584943,72774370,9795866,93677519,79112226,12748006,44278468,DfUwX
6460,69933582,58459790,45712623,93822604,52878970,33528430,17834268,28394373,8135252,90393196,30962018,91468366,22859231,22151172,t3upk
6461,35224543,23421599,41892753,96893138,58177977,14601637,41843497,16706754,31957037,28812243,54956361,98945585,77843212,33681367,1tM54
6462,30868497,64117577,24749363,39470831,93486957,26459350,90320012,46555037,71778494,39118592,27203056,1205916,94046925,41329611,vArhj
6463,14777968,90394440,86185407,95673670,71110922,14294795,92581194,52665829,21440566,35880793,89367376,74921722,42801539,90944531,Q5Mgg
6464,91383240,67317395,32417006,89169919,90798575,7835843,74887617,50299573,88131011,61524448,58776263,83962278,45136839,67073134,6Arfi
6465,70172364,28692994,42877717,98273899,54971022,62688697,67840375,48307949,75696492,47404270,48969204,22828442,394464,49800322,IsKf6
6466,55529931,15082623,90721449,83783128,49706938,19126593,25863723,78769283,19459918,12577304,23136017,92448992,47105365,2109702,5gGFG
6467,4327068,56486328,18967028,65841096,42161435,93368758,4261713,69087682,61584491,5078238,2214002,54088705,95752608,6639474,JxvPP
6468,79297042,81735843,6724163,63538116,62265181,34585817,48354102,54027159,95606239,72810305,92851852,43768569,76268776,94582631,YqUls
6469,78562300,66860235,14287295,79416445,33922886,35709479,30037482,25426852,17042453,31743490,22635238,91171289,30592909,13012466,dgLnQ
6470,13412886,76174120,55720637,11969574,36654622,8884865,85294630,44526209,21844946,83021446,55126451,15273594,68455445,53912042,F9ZB0
6471,27826669,28786542,95886247,84103940,39437880,31681114,21752208,16980898,43115211,15674535,28846124,90032441,56838350,22318419,xqfIR
6472,79298737,24817081,56629261,67937556,8220980,31197313,65465419,42201054,46693969,35232790,73546889,43643975,41762226,2239063,bwsxo
6473,54433631,18689737,44354985,68067165,4789766,10720255,98155150,18408589,95068539,6357950,89347783,1757006,22501214,51984181,N3HwU
6474,64077498,74822762,94762541,29266213,45760906,12882106,2068018,89337811,99209537,87478216,34757360,68713180,25080217,45406999,sGQQv
6475,93893438,62875731,20490796,24404071,86950814,680459,69867330,15858183,15336264,86240935,32428634,12933619,39995848,15631292,SgHg9
6476,86697901,70360538,66923619,34317697,823217,37767892,53313960,41006786,68382532,90621581,26618815,81895149,94600506,50949521,PcJEC
6477,88537121,47053759,82224777,38851071,64352464,52711328,39381799,73327052,6094169,81991484,1245802,53690095,93863860,48696403,YHyDo
6478,14022201,31064741,81227372,84556288,23618414,61205948,41062374,13255077,92192063,62080117,28431461,85265667,20122282,60375375,dMfY5
6479,97980525,20501861,98636727,7864299,41915830,35646458,61181567,98020563,25888838,1595373,90471294,33052927,69015119,41936266,8tglo
6480,60535164,89755857,31012745,39952285,95761944,37535717,26744232,39153213,75345479,69344017,68827402,15759523,36649433,47488880,QD2Jh
6481,6160442,64156713,66325695,76063286,95587641,30401824,85969898,68190180,31623149,61425251,70166792,38969967,9534072,35759687,hovYt
6482,28011314,61492680,9596871,96950818,1327352,3172868,83087534,12870706,41263717,82746322,15376806,27256580,28908634,5952253,fgmMw
6483,77925961,5111359,59274170,64160997,79833089,16123181,11784708,35320314,70285178,26224011,14985400,18515667,54739332,2548090,1AroW
6484,82725820,32752944,58258082,22085489,76439098,19716281,67610198,65150064,38385861,28428280,810711,26712250,97211920,36645478,BgWwZ
6485,68757549,20167720,67979642,67209904,30406710,5822722,83195587,83478148,442696,52812237,54334547,86316449,19002477,85023746,mncNI
6486,14284089,69997569,6919691,63252174,44026185,31502298,24794571,32106280,32985416,73081076,43627635,79387592,50441068,11688131,iKHh6
6487,99874547,20053839,82658697,99812687,44829552,59072838,59491810,14668705,99504849,2243724,20038480,46533714,44281984,93718953,uw68f
6488,31843913,55443840,74354552,35232553,73708497,13837168,46097450,78555812,74677834,82822231,18059684,2436064,23189855,61471852,4k7UJ
6489,80226359,26029633,94447185,93726047,72063347,71688891,56479807,24288140,64489220,41086380,57329590,18762345,36513690,43218531,EPtH2
6490,49381241,91783550,11043598,98972427,86551943,48029423,20264493,73870391,31207121,67765843,41686100,73737536,36130197,37216853,7ITTA
6491,94047062,10532628,25704109,68728384,54207513,38654070,92559471,25942345,26840283,75116264,28280653,45367793,29852613,3879894,u5QWJ
6492,57610365,9362013,11403138,80452815,69282185,9217326,29995952,86807747,14621748,41568891,17882642,89922754,76670139,42175181,oTD4F
6493,4121545,38546182,21033287,81356241,31281027,62024887,5282941,40283104,98087769,110580,82614756,81732298,89307343,1641819,OChOC
6494,57650608,81857239,60600497,43568621,4945234,50481205,17333680,98442893,31721171,65566413,85340854,28439605,61338786,88927329,OzAaa
6495,32235417,30128169,14326736,88254479,62130817,44648586,89502211,64091768,74999999,53674670,28065580,78990565,27406724,76487570,BofbV
6496,12372420,14117868,32815333,91902130,91353931,19364676,69842268,84952853,20349724,3060449,90029822,46241543,44441251,28556545,hc92n
6497,14366141,69232271,24130733,72992819,66183653,61336108,43595502,53152406,81871318,59348684,20310171,3518702,28486643,38608730,IqKua
6498,61331164,50214793,40985499,23162648,86225169,4711436,11655557,38572044,90867126,70491339,98288193,21897782,17816754,98334455,RTqRJ
6499,21995529,93211033,81695881,14391907,4868930,57436394,94444897,22254010,49842013,55814343,12440574,88603620,14793658,16796661,f0UaG
6500,42888712,72730941,67014014,26961961,98097556,88137511,49308734,33474408,89488953,27564221,68146069,14561900,18376560,47636018,sGGEd
6501,56210229,56218404,36775708,15496134,10434880,20928325,78536600,85440873,11247327,71317065,45427373,10270484,45715186,18702112,c08HM
6502,44712309,53121673,12394240,41245863,33728050,31093571,10609031,60048023,36092969,26873626,4800149,1793892,47911337,16019559,bEKAN
6503,1678641,55346721,85110608,74896980,79828366,96521521,51358996,84161579,72453165,61844074,92818740,65691149,75183021,31919669,VrfJr
6504,76569151,52534419,16189427,42062177,59658889,92782336,44617143,30728136,55516736,73319693,61174518,82903099,87725700,22272487,zyMA4
6505,49385351,90473376,93947875,32192901,37992233,98183113,80726755,43781705,94140184,6794983,69451137,47471398,87188901,44568492,Fx75P
6506,90420557,92895356,8969798,79846858,47420521,64526047,57269758,83218507,65580476,30380425,22585044,88078194,86668400,21673180,2ERlh
6507,21278742,47687308,17149186,28313870,87634075,58076724,9607290,36285190,533340,91154566,25373157,14936958,55949276,15715637,Dlydn
6508,95320409,46359315,25659669,9392169,10232940,58560707,23704775,19412784,10586547,30619901,96910722,78336223,40574372,37243091,1wFEO
6509,17820592,71554081,42760681,18624459,26517482,49719815,95880144,49407874,33947858,28791271,90077472,40208112,82702815,54290219,8cP2t
6510,64260905,27333576,93990360,15417218,92531906,12327556,84306822,41006479,75900602,26947041,90676402,1742810,41216211,57669204,yp6vq
